Name,Address,Latitude,Longitude,Phone,Rating,Opening Hours
Sugar'n'Spice (SnS) Bakeshop / U-Jay's Café,"Marian Market, 22 Ediba Rd, Leopad Town 540281, Calabar, Cross River, Nigeria",4.977020899999999,8.3414482,0817 017 7771,4.3,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
Zobo world,"27/29 Nsefik Road, Eyo Layout 540281, Calabar, Cross River, Nigeria",4.9805415,8.3435328,0814 027 4257,5,"['Monday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 4:00\u2009–\u20097:30\u202fPM']"
Notable ICT Solutions,"112 Murtala Mohammed Hwy, Ikot Ekan Edem 540211, Calabar, Cross River, Nigeria",4.9902847,8.3337456,0813 113 2193,3.5,"['Monday: 6:30\u2009–\u20099:30\u202fAM', 'Tuesday: 6:30\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 6:30\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 2:00\u2009–\u20098:00\u202fPM']"
Solomon Senior Cafe,"Cross River University of Technology, Idim Ita 540281, Calabar, Cross River, Nigeria",4.9283434,8.3301264,0903 192 5425,5,
Pp And P Canteen,"Shop 844,F Line, Marian Market, Marian Market, Leopad Town 540281, Calabar, Cross River, Nigeria",4.9760686,8.3393043,0803 521 9585,,"['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Closed']"
ROICOMSAT CYBER CAFE,"24, Etta Agbo Rd, University of Calaba 540281, Calabar, Cross River, Nigeria",4.953821899999999,8.339934999999999,0813 806 7160,5,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Iyima's Place,"X8MW+49C, Okon Inok St, Atekong 540281, Calabar, Cross River, Nigeria",4.9828157,8.3459039,,,
Alyce Ice,"288X+8J7, Ndidem Usang Iso Rd, 540211, Calabar, Cross River, Nigeria",5.0157842,8.349046099999999,,5,
Edidiong Kiddy Website Design Service Cafe,"X9W2+5R2, Asari Eso, Ikot Eyo 540211, Calabar, Cross River, Nigeria",4.9953847,8.3520075,0816 287 6725,4,
TRAINERS HUB AFRICA,"5 Okoro Agbo Street, Akim Qua Town 540281, Calabar, Cross River, Nigeria",4.9647493,8.3344911,,5,
