Name,Address,Latitude,Longitude,Phone,Rating,Opening Hours
Bolus Herbarium Library,"University Ave N, Rondebosch, Cape Town, 7701, South Africa",-33.95636709999999,18.4615695,021 650 3774,4,"['Monday: 8:45\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 8:45\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 8:45\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 8:45\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 8:45\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
Special Collections Library,"Jagger Building, University Ave S, Rondebosch, Cape Town, 7701, South Africa",-33.9580578,18.4608333,021 650 4089,4.5,"['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:30\u202fPM', 'Sunday: Closed']"
Jagger Library,"Library: Jagger, University Ave S, Rondebosch, Cape Town, 7701, South Africa",-33.9580578,18.4608333,021 650 9111,5,
Jewish Studies Library,"Library Rd, Rondebosch, Cape Town, 7701, South Africa",-33.9598866,18.4595096,021 650 5944,,"['Monday: 8:30\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
Built Environment Library,"University Ave S, Rondebosch, Cape Town, 7701, South Africa",-33.9597398,18.460897,,5,"['Monday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']"
Brand van Zyl Law Library,"Cross Campus Rd, Rondebosch, Cape Town, 7701, South Africa",-33.9576154,18.4651174,,5,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Rondebosch Public Library,"Hall Rd, Rondebosch, Cape Town, 7700, South Africa",-33.961492,18.4717261,021 814 1751,4.4,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']"
Brooklyn Public Library,"1 Albow Rd, Rugby, Cape Town, 7405, South Africa",-33.900245,18.4901069,021 444 5994,4.3,"['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']"
Pinelands Public Library,"Howard Centre, Sheldon Way, Pinelands, Cape Town, 7405, South Africa",-33.9344301,18.511587,021 814 1780,4.4,"['Monday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: Closed']"
HARGRAVES LIBRARY SERVICE,"38 Chichester Rd, Claremont, Cape Town, 7708, South Africa",-33.9848579,18.4785032,021 447 5682,5,"['Monday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fPM', 'Friday: 9:00\u2009–\u200911:30\u202fAM', 'Saturday: Closed', 'Sunday: Closed']"
