Name,Address,Latitude,Longitude,Phone,Rating,Opening Hours
Department of Regional and Land Affairs Library,"255 Paul Kruger St, Pretoria Central, Pretoria, 0002, South Africa",-25.74955,28.18641,,5,
Department of Trade & Industry Library,"171 Vermeulen St, Pretoria Central, Pretoria, 0002, South Africa",-25.745503,28.186572,,,
Department of Justice and Constitutional Development Library,"329 Pretorius St, Pretoria Central, Pretoria, 0002, South Africa",-25.7478413,28.19453129999999,012 339 7700,3.8,
Statistics South Africa: Information Resource Centre,"Pretoria Central, Pretoria, 0002, South Africa",-25.74955,28.18641,,,
Department of Agriculture: Information Centre,"Pretoria Central, Pretoria, 0002, South Africa",-25.74955,28.18641,,5,
National Library of South Africa: Pretoria Campus,"228 Johannes Ramokhoase St, Pretoria Central, Pretoria, 0002, South Africa",-25.7431983,28.190395,012 401 9700,4.2,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
National Archives Library,"Pretoria Central, Pretoria, 0002, South Africa",-25.74955,28.18641,,,
The Africa Institute of South Africa (AISA),"134 Pretorius St, Arcadia, Pretoria, 0002, South Africa",-25.7419832,28.2027059,012 304 9700,4,"['Monday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Sunday: Closed']"
Department of Science and Technology Library,"Pretoria Central, Pretoria, 0002, South Africa",-25.74955,28.18641,,,
Tshwane University of Technology: Arts Library,"Pretoria Central, Pretoria, 0002, South Africa",-25.74955,28.18641,,5,
