Name,Address,Latitude,Longitude,Phone,Rating,Opening Hours
Cape Town Space,"2nd Floor, City Center, 186 Loop St, Cape Town City Centre, Cape Town, 8000, South Africa",-33.9253799,18.41447999999999,021 422 3644,1,
OPEN 163 ON BREE,"163 Bree St, Gardens, Cape Town, 8001, South Africa",-33.9237704,18.4156004,021 685 0556,,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Zeitgeist,"36 Buitenkant St, Cape Town City Centre, Cape Town, 8000, South Africa",-33.92818999999999,18.42256,,,
Craft+Graft - Gordon Street,"2 Gordon St, Gardens, Cape Town, 8001, South Africa",-33.9321849,18.4156932,021 201 1263,4.7,"['Monday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
shared office space,"6 Jetty St, Foreshore, Cape Town, 8005, South Africa",-33.916471,18.425722,082 574 6747,,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
Codebridge,"1 Thicket St, Newlands, Cape Town, 7700, South Africa",-33.9765347,18.4663128,021 671 6306,4.9,"['Monday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
Neighbourgood Bree St | Co-working in Cape Town,"129 Bree St, Central, Cape Town, 8001, South Africa",-33.9223757,18.41747429999999,,4.3,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
Green Point Coworking Space,"2 Vesperdene Rd, Green Point, Cape Town, 8051, South Africa",-33.90948390000001,18.4131107,,5,
Workshop17 Newlands,"146 Campground Rd, Newlands, Cape Town, 7780, South Africa",-33.9729305,18.4693811,021 300 5013,4.9,"['Monday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
Workshop17 Watershed,"Watershed, 17 Dock Rd, Victoria & Alfred Waterfront, Cape Town, 8002, South Africa",-33.9069434,18.4186408,021 205 9000,4.6,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']"
